3500;"Агния";ООО;7715603306;Агния;Москва ул.Алтуфьевское шоссе, д.26;;;;0;Двойрис М.Ю.;Продажи Агентство;;
2277;"Аграфа";ООО;7703580118;Аграфа;Москва ул.Чапаевский переулок д 8;;;;;Двойрис М.Ю.;Продажи рекламщик;;
2493;"АгроВетКонсалтинг";ЗАО;7720636917;АгроВетКонсалтинг;Москва ул.Федеративный пр-т, д.9, корп.2;742-95-45;;;0;Двойрис М.Ю.;Продажи Конечник;;742-95-45
5341;"Агрорус-Альянс";ООО;7729538600;;119590, г. Москва, ул. Минская, д. 1Г, к. 2;(495)780-87-65;agrorus@agrorus.com;;0;Двойрис М.Ю.;Продажи Конечник;agrorus@agrorus.com, romanovskaya@agrorus.com;(495)780-87-65, 8(985) 152 16 65
4885;"АгроСоюз";ООО;6820018800;;392526 Тамбовская область, Тамбовский район,п. Строитель, ул. Промышленная, 84;(4752) 77-90-20;;;0;;;;(4752) 77-90-20, 77-38-29
6994;"АДАМАС";ООО;6449035948;;413100, Саратовская обл., г. Энгельс, ул. Льва Кассиля, д. 14;+7(8453)79-22-88;info@uk-adamas.ru;;0;Кошлакова Виктория;Продажи Конечник;info@uk-adamas.ru, pr@uk-adamas.ru;+7(8453)79-22-88, +79626279922
4920;"АДАНА";ООО;7721743380;;107078, г. Москва, ул. Н. Басманная, д. 7, стр. 1;(495)780-71-64;;;0;;Продажи рекламщик;;(495)780-71-64
3240;"АДВ Продакшн";ООО;7726572628;АДВ продакшн;Москва ул.Электролитный пр, д.3 стр 2;933 24 60;;;0;Двойрис М.Ю.;Продажи рекламщик;;933 24 60
6087;"АДВ СОЛЮШЕН";ООО;7743915071;;125438, г. Москва, 2-й Лихачевский переулок д.7 строение 1;+7 (926) 166-74-67;vasiliy@adv-s.com;;0;Водопьянова Оксана;Продажи рекламщик;maxim@adv-s.com, vasiliy@adv-s.com;+7 (926) 166-74-67, +7 495 276 16 58, +7 903 555-000-3
2249;"АДВ-ПРИНТ";ООО;7724650415;АДВ-Принт;Москва ул.Промышленная, д.8;;;;;;;;
3181;"АДВЕК";ООО;5835087900;Адвек;440028, г.Пенза, ул.Титова, 3;(8412) 203 948;;;0;;Продажи рекламщик;;(8412) 203 948
2806;"Адверлинк";ООО;7734612313;Адверлинк;Москва ул.Берзарина, д.16, кв.89;;lincoln1@mail.ru;;0;Двойрис М.Ю.;Продажи рекламщик;lincoln1@mail.ru;
1546;"АдверСити";ООО;7709722231;Адверсити;г.Москва ул.Талалихина, 6/2;;;;;;Продажи Агентство;;
4029;"АдверСтайл";ООО;7705955147;АдверСтайл;109044, г. Москва, ул. Динамовская, д. 1А;8 495 510 7307;a.shapovalov@adversty.ru;;0;Водопьянова Оксана;Продажи рекламщик;a.shapovalov@adversty.ru, ls@adverstyle.ru, ns@adverstyle.ru;7 (495) 268-0907, 8 495 510 7307
2266;"Адверти Москва" не трогать;ООО;7714739424;Адверти Москва;Москва ул.Складочная, д.6 стр 4;(495) 739-90-80;nika@adverti.ru;;;Двойрис М.Ю.;Продажи Агентство;a.ermakov@adverti.ru, a.glotov@adverti.ru, a.kosinkin@adverti.ru, a.panova@adverti.ru, a.polyakov@adverti.ru, k.sirotova@adverti.ru, m.kudryavtsev@adverti.ru, m.smirnov@adverti.ru, nika@adverti.ru, v.smirnova@adverti.ru;(906) 073-06-65, 8–495 739–90–80, (495) 739-90-80, 8-495-739-90-80, 8-906-047-56-90, 8-968 065-48-67, 8–495 739–90–80, artem@adverti.ru
346;"Адверти" прекратило деятельность 30.04.2010г.;ООО;7733507972;Адверти;Москва ул.Василия Петушкова, д.3, стр1;;;;;;Продажи Агентство;k.smirnova@adverti.ru;8-495-739-90-80
2520;"Аддиант";ООО;7714733038;Аддиант;Москва ул.Юннатов, д.4, корп.12;(495) 585-89-53;;;0;;;;(495) 585-89-53, 89255858853, pavel.tchizhma@gmail.com
6989;"АДК";ООО;1435156284;;677018, Республика Саха (Якутия), г. Якутск, ул. Чернышевского, 6 офис 601;8(4112)45-00-46 доб. 1049;office@arcticcapital.ru;;0;Цигельницкий И.Г.;Продажи Конечник;office@arcticcapital.ru, pollini777@mail.ru;+79142707726, 8(4112)45-00-46 доб. 1049
3803;"АДП Империя";ООО;7734663607;АДП Империя;123423, г. Москва, ул. Народного Ополчения, д. 12 кор. 3 кв 1;(905) 519 94 91;denis24803@rambler.ru;;0;;;denis24803@rambler.ru;(905) 519 94 91
4327;"Адресная доставка";;;;;;;;0;;;;
6019;"Адресная доставка" 4-й Сыромятнический пер. Д.3/5, стр.5;;;;;;;;0;;;;
6681;"Адресная доставка" г.Люберцы, ул.Хлебозаводская, 8;;;;;;;;0;;;;
6115;"Адресная доставка" Электрозаводская, 21;;;;;;;;0;;;;
5633;"Адресная доставка" "Амалит";;;;;;;;0;;;;
5634;"Адресная доставка" "Амалит" Каширское шоссе, д.17, корпус 5;;;;;;;;0;;;;
6034;"Адресная доставка" - из офиса на Ленинском;;;;;;;;0;;;;
6571;"Адресная доставка" 111538, г.Москва, ул.Косинская, д.7;;;;;;;;0;;;;
6596;"Адресная доставка" 2-й Грайвороновский пр. д. 48, стр.2;;;;;;;;0;;;;
6405;"Адресная доставка" Берсеневский пер., д.2, стр.1;;;;;;;;0;;;;
5635;"Адресная доставка" в Амалит, Каширское шоссе д.17, корпус 5.;;;;;;;;0;;;;
6716;"Адресная доставка" Верейская 29 стр 134 Бц Верейская плаза 3;;;;;;;;0;;;;
6637;"Адресная доставка" г. Москва, ул. Баррикадная, д. 2/1, стр. 1;;;;;;;;0;;;;
5068;"Адресная доставка" Добролюбова 3, стр. 1.;;;;;;;;0;;;;
5827;"Адресная доставка" Добролюбова, д.3;;;;;;;;0;;;;
6303;"Адресная доставка" из офиса;;;;;;;;0;;;;
6434;"Адресная доставка" из офиса ул. Шухова, 14;;;;;;;;0;;;;
6433;"Адресная доставка" из Полтево;;;;;;;;0;;;;
5873;"Адресная доставка" Измайловское шосее,71, стр.8;;;;;;;;0;;;;
5535;"Адресная доставка" Измайловское шоссе 71, стр.8;;;;;;;;0;;;;
5947;"Адресная доставка" Измайловское шоссе, 71, стр. 8;;;;;;;;0;;;;
5343;"Адресная доставка" Измайловское шоссе, 71, стр.8;;;;;;;;0;;;;
5223;"Адресная доставка" Каширское шоссе д.17, кор.5.;;;;;;;;0;;;;
5219;"Адресная доставка" Каширское шоссе, д.17, корп.5;;;;;;;;0;;;;
5938;"Адресная доставка" Ленинский проспект 95А;;;;;;;;0;;;;
4969;"Адресная доставка" Ленинский проспект, 99;;;;;;;;0;;;;
6909;'"Адресная доставка" Малый казенный переулок дом, 16 ;магазин «Котомка»';;;;;;;;0;;;;
6505;"Адресная доставка" МО, Ленинский р-н, с. Булатниково, ул. Советская вл. 2В;;;;;;;;0;;;kraspromo_office@mail.ru;+7 (391) 27-27-400
5856;"Адресная доставка" Москва ул.Маршала Бирюзова д.1 оф321;;;;;;;;0;;;;
5069;"Адресная доставка" Москва, Добролюбова 3, стр. 1.;;;;;;;;0;;;;
5526;"Адресная доставка" Москва, Измайловское шоссе 71, стр.8;;;;;;;;0;;;;
5870;"Адресная доставка" Москва, ул. Трубная, д.21;;;;;;;;0;;;;
5353;"Адресная доставка" на ул. Вильгельма Пика, 8;;;;;;;;0;;;;
6294;"Адресная доставка" Новодмитровская ул. д.1, территория Хлебазавода 9;;;;;;;;0;;;;
5768;"Адресная доставка" Ногинский р-н, с/п Буньковское, п. Затишье, "Технопарк Успен;;;;;8-926-259-02-50;;;0;;;;8-926-259-02-50
6624;"Адресная доставка" Остаповский проезд, д.9;;;;;;;;0;;;;
5874;"Адресная доставка" по адресу: Нагорный проезд д.6;;;;;;;;0;;;;
5221;"Адресная доставка" с 12-17 по будням.;;;;;;;;0;;;;
6052;"Адресная доставка" с. Малаховка, Московская обл.;;;;;;;;0;;;;
5518;"Адресная доставка" Старая Купавна;;;;;;;;0;;;;
5533;"Адресная доставка" Старая Купавна, ул. Дорожная 12;;;;;;;;0;;;;
6020;"Адресная доставка" Старая Купавна, ул.Советская д.1 а;;;;;;;;0;;;;
6322;"Адресная доставка" Тверская область, ОЗОН;;;;;;;;0;;;;
5260;"Адресная доставка" Трубная площадь, д.2;;;;;;;;0;;;;
6002;"Адресная доставка" ул. 1-ая Мытищинская д.27 стр.1 89150161248;;;;;;;;0;;;;
6142;"Адресная доставка" ул. 3-я Хорошевская, д.12;;;;;;;;0;;;;
5814;"Адресная доставка" ул. Акдемика Королева, д. 13;;;;;;;;0;;;;
5502;"Адресная доставка" ул. Вильгельма Пика, 8;;;;;;;;0;;;;
5783;"Адресная доставка" ул. Вильгельма Пика, д.8;;;;;;;;0;;;;
5150;"Адресная доставка" ул. Вильгельма Пика,8;;;;;;;;0;;;;
5151;"Адресная доставка" ул. Вильгельма Пика,8, 8-985-310-55-41 Ольга;;;;;;;;0;;;;
5611;"Адресная доставка" ул. Вильгельми Пика, 8.;;;;;;;;0;;;;
6254;"Адресная доставка" ул. Нагатинская, д.1, стр. 40;;;;;;;;0;;;;
6277;"Адресная доставка" ул. Новодмитровская, д.1, стр. 26, территория Хлебозавода 9.;;;;;;;;0;;;;
6555;"Адресная доставка" ул. Правда, д. 23;;;;;;;;0;;;;
6414;"Адресная доставка" ул. Сигнальный проезд, дом 19;;;;;;;;0;;;;
5914;"Адресная доставка" ул.6-я Кожуховская, дом 3, корп. 1;;;;;;;;0;;;;
6676;"Адресная доставка" Хоругвино, ОЗОН;;;;;;;;0;;;;
6393;"Адресная доставка" Щербинка, ул. Высотная, д.4, 1 подъезд, кв.64;;;;;;;;0;;;;
5975;"Адресная доставка", ул. Молодогвардейская д.57 стр10;;;;;;;;0;;;;
5875;"Адресная доставка"Измайловское шоссе, 71, стр.8;;;;;;;;0;;;;
5851;"Адресная доставка"м.ВДНХ ул. Академика Королева д.13;;;;;;;;0;;;;
5852;"Адресная доставка"м.ВДНХ ул. Академика Королева д.13;;;;;;;;0;;;;
5912;"Адресная доставка"ул. Архитектора Власова дом 57, офис 305А;;;;;;;;0;;;;
5950;"Адресная доставка"Ул. Ферганская, д. 8 корп. 2 оф. 6;;;;;;;;0;;;;
5939;"Адресная доставка"улица Арбат, дом 35, 4 этаж, офис 440;;;;;;;;0;;;;
4883;"Адрия";Общество с о;5024135824;;;;;;0;;;;
2168;"Адъютант";ООО;3445090340;Адъютант;Волгоград ул.Рабоче-Крестьянская, д.22, оф. №2;(8442)262564. 262563\262562\262561;adutant@bk.ru;;;;Продажи рекламщик;adutant@bk.ru;(8442)262564. 262563\262562\262561
4835;"Адъютант";ООО;7708777862;;107140, г. Москва, Красносельский 1-пер, д. 3, пом. 1, ком. 79;;;;0;;Продажи рекламщик;;
5210;"Азбука Рекламы";ООО;7713795850;;123182, г. Москва, ул. Маршала Василевского, д. 17, пом.II, комн. 10;(903)624-51-03;azbukareklami@gmail.com;;0;Кошлакова Виктория;Продажи рекламщик;azbukareklami@gmail.com;(903)624-51-03
4309;"АЗБУКА РЕКЛАМЫ";ООО;7721805195;АЗБУКА РЕКЛАМЫ;109428, г. Москва, ул. Зарайская, д.26;4956624922;ass@6624922.ru;;0;;Продажи рекламщик;ass@6624922.ru;4956624922
3825;"АЗИМУТ ПРОМОУШН";ООО;7722709173;АЗИМУТ ПРОМОУШЕН;109052, г Москва, ул. Нижегородская, д. 104, корп. 3;8 (495) 775 23 27;elushpina@azimutpro.ru;;0;Водопьянова Оксана;;elushpina@azimutpro.ru;8 (495) 775 23 27
4690;"АЗИМУТ РЕКЛАМНЫЕ ПОДАРКИ";ООО;7722814139;;109052 г.Москва ул.Нижегородская д.29-33 строение 27 офис 210;+7(495)134-55-56;manager4@azimutpro.ru;;0;Водопьянова Оксана;Продажи Дилер;manager2@azimutpro.ru, manager4@azimutpro.ru;+7(495)134-55-56, 8.925 518 48 23
5209;"АЗС-ИРБИС";ООО;1635010878;;422060, РТ, Сабинский район, п.г.т. Богатые Сабы, ул. А. Каримуллина, д. 32, офис 3;(843)2228555;secretar@tcoil.ru;;0;Кошлакова Виктория;Продажи Конечник;secretar@tcoil.ru;(843)2228555, 8-843-222-85-55
3556;"АзъАрт";ООО;7728796119;АзъАрт;Москва ул.Теплый Стан, д.15, корп.4;8-495-313-39-18;С3133918@yandex.ru;;0;Румянцева А.В.;Продажи рекламщик;С3133918@yandex.ru;8-495-313-39-18
6127;"Ай Би Эс экспо";ООО;7714760419;;123423, Москва г, Народного Ополчения ул, дом № 34, строение 1, оф.75,76;+7 (499) 530-55-50;marina@periskop-suvenir.ru;;0;Водопьянова Оксана;Продажи рекламщик;marina@periskop-suvenir.ru;+7 (499) 530-55-50, +7 (926) 207-37-96
3772;"Ай-Энерджи";ООО;7706729856;Ай-Энерджи;Москва ул.Ленинский проспект, д.4 стр 1А;8 (926) 226 73 57;;;0;;;;8 (926) 226 73 57
4867;"АЙБЭКС";ООО;7703804311;;119019, г. Москва, Никитский бульвар, д. 25;(495) 150-07-52;rs@goods.ink;;0;Кошлакова Виктория;Продажи Агентство;rs@goods.ink;(495) 150-07-52
